[2025-05-05 17:09:23.471] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:16.461] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:24:16.463] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:24:16.565] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:24:16.566] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:24:16.577] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:24:16.578] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:24:16.799] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:16.801] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:16.886] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:16.887] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:17.020] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:24:17.021] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:24:17.062] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:24:17.063] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:24:17.123] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:24:17.124] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:24:17.242] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:24:17.244] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:24:17.339] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:24:17.342] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:24:17.443] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:17.444] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:17.548] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:17.550] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:17.578] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:24:17.580] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:24:17.678] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:24:17.680] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.94
[2025-05-05 18:24:17.776] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:24:17.778] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.72
[2025-05-05 18:24:17.879] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:24:17.884] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:24:17.993] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:24:17.995] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:24:18.096] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:24:18.099] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:24:18.121] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:24:18.121] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:24:18.334] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:24:18.336] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:24:18.441] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 18:24:18.443] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 18:24:18.549] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:24:18.550] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:24:18.578] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:24:18.578] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.87
[2025-05-05 18:24:18.646] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:24:18.647] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:24:18.757] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:18.760] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:18.869] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:24:18.871] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:24:18.974] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:24:18.976] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:24:19.090] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:24:19.092] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:24:19.113] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:24:19.114] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.75
[2025-05-05 18:24:19.304] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:24:19.306] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.82
[2025-05-05 18:24:19.409] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:19.410] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:19.523] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:19.526] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:19.584] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:19.585] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:19.646] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:24:19.647] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:24:19.774] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:19.776] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:19.857] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 18:24:19.859] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 18:24:20.077] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:20.080] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:20.096] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:24:20.098] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:24:20.183] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:24:20.186] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.7
[2025-05-05 18:24:20.291] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:20.294] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:20.410] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:20.413] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:20.510] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:24:20.512] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:24:20.580] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 18:24:20.583] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 18:24:20.611] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:24:20.611] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:24:20.724] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:24:20.726] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:24:20.844] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:20.846] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:20.946] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:24:20.948] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.88
[2025-05-05 18:24:21.087] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:24:21.092] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:24:21.104] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:24:21.106] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:24:21.189] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:21.190] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:21.291] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:24:21.293] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:24:21.406] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:24:21.407] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:24:21.528] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 18:24:21.530] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.74
[2025-05-05 18:24:21.580] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:24:21.581] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:24:21.628] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:24:21.629] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:24:21.736] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 18:24:21.738] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.92
[2025-05-05 18:24:21.840] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:24:21.841] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:24:21.943] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:21.944] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:22.063] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:24:22.064] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:24:22.077] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:24:22.078] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:24:22.155] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:24:22.156] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:24:22.292] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:24:22.293] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:24:22.386] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:24:22.389] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:24:22.500] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:24:22.502] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.85
[2025-05-05 18:24:22.592] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:22.594] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:22.611] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:24:22.613] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:24:22.726] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:24:22.728] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:24:22.829] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:22.831] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:22.936] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:24:22.938] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:24:23.043] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:23.045] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:23.092] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:24:23.094] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:24:23.146] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:24:23.147] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:24:23.254] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:24:23.255] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:24:23.366] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.91
[2025-05-05 18:24:23.373] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.91
[2025-05-05 18:24:23.484] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:24:23.486] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.81
[2025-05-05 18:24:23.606] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:23.607] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:23.620] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:23.621] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:23.797] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:24:23.798] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:24:23.917] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:24:23.920] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:24:24.028] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:24.030] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.84
[2025-05-05 18:24:24.079] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:24:24.080] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:24:24.124] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:24:24.125] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:24:24.239] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:24:24.241] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.88
[2025-05-05 18:24:24.351] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:24.353] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:24.464] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:24.467] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:24.564] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:24:24.565] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:24:24.582] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:24:24.582] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:24:24.678] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:24:24.679] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:24:24.784] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:24.787] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:24.891] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:24:24.894] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:24:25.040] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:24:25.041] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:24:25.074] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:24:25.075] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:24:25.229] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:24:25.231] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.83
[2025-05-05 18:24:25.328] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:24:25.329] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:24:25.447] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:24:25.449] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:24:25.561] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:24:25.562] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.87
[2025-05-05 18:24:25.590] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:24:25.591] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.71
[2025-05-05 18:24:25.663] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:24:25.665] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.93
[2025-05-05 18:24:25.779] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:24:25.782] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.77
[2025-05-05 18:24:25.879] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:25.880] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.76
[2025-05-05 18:24:26.022] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:24:26.022] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:24:26.094] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:24:26.095] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:24:26.204] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:24:26.205] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:24:26.311] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:24:26.313] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:24:26.433] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:24:26.436] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.78
[2025-05-05 18:24:26.537] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:24:26.538] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:24:26.603] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 18:24:26.605] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.74
[2025-05-05 18:24:26.639] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:26.639] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:26.758] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:24:26.759] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.91
[2025-05-05 18:24:26.864] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:26.866] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:26.976] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:24:26.976] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:24:27.078] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:24:27.078] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:24:27.095] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:24:27.095] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.79
[2025-05-05 18:24:27.196] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:24:27.198] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.84
[2025-05-05 18:24:27.307] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:24:27.310] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.77
[2025-05-05 18:24:27.411] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:27.413] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.81
[2025-05-05 18:24:27.522] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:24:27.525] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.76
[2025-05-05 18:24:27.591] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:24:27.592] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:24:27.627] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:24:27.629] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:24:27.758] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:24:27.760] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.93
[2025-05-05 18:24:27.871] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:24:27.872] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.89
[2025-05-05 18:24:27.962] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:24:27.964] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.72
[2025-05-05 18:24:28.071] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:24:28.072] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:24:28.107] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:24:28.108] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:24:28.192] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:24:28.195] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.83
[2025-05-05 18:24:28.299] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:24:28.301] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.75
[2025-05-05 18:24:28.415] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:24:28.418] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:24:28.516] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:24:28.518] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:24:28.612] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:28.614] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.89
[2025-05-05 18:24:28.632] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:24:28.634] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.9
[2025-05-05 18:24:28.843] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:24:28.846] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:24:28.941] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:24:28.943] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.8
[2025-05-05 18:24:29.050] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:24:29.051] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.86
[2025-05-05 18:24:29.110] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:29.110] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:29.177] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:24:29.178] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.8
[2025-05-05 18:24:29.276] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:24:29.281] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.85
[2025-05-05 18:24:29.381] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:24:29.384] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.79
[2025-05-05 18:24:29.491] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:24:29.493] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.71
[2025-05-05 18:24:29.610] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:24:29.613] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.82
[2025-05-05 18:24:29.623] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:24:29.624] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.73
[2025-05-05 18:24:29.710] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:24:29.712] INTRUSION_DETECTION :: intrusion_detected:False | confidence:0.92
[2025-05-05 18:24:29.829] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:29.832] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:29.939] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:29.940] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.86
[2025-05-05 18:24:30.049] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:24:30.051] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.9
[2025-05-05 18:24:30.141] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
[2025-05-05 18:24:30.143] INTRUSION_DETECTION :: intrusion_detected:True | confidence:0.78
