[2025-05-11 15:58:44.402] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:22:20.350] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:22:20.350] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:22:21.354] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:22:21.354] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-11 16:22:22.368] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:22:22.369] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:22:23.375] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:22:23.375] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:22:24.383] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:22:24.383] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:22:25.391] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:22:25.391] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:22:26.438] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:22:26.438] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:22:27.411] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:22:27.412] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:22:28.421] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:22:28.422] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:22:29.534] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:22:29.535] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:22:30.627] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:22:30.628] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:22:31.694] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:22:31.695] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:22:32.835] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:22:32.836] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:22:33.900] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:22:33.901] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:22:34.942] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:22:34.943] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:22:35.951] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:22:35.952] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:22:36.985] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:22:36.986] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:22:37.983] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:22:37.983] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:22:38.990] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:22:38.991] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:22:40.026] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:22:40.027] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-11 16:22:41.132] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:22:41.132] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:22:42.272] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-11 16:22:42.272] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-11 16:22:43.305] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:22:43.306] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:22:44.422] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:22:44.422] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:22:45.502] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:22:45.503] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:22:46.707] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:22:46.707] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:25:50.065] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-11 16:25:50.066] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-11 16:25:51.157] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:25:51.159] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:25:52.248] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:25:52.252] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:25:53.278] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:25:53.279] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:26:28.857] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:26:28.858] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:26:29.946] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:26:29.947] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:26:31.068] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:26:31.069] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:26:52.561] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:26:52.561] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:26:53.664] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:26:53.666] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:26:54.858] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:26:54.859] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-11 16:27:53.687] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.75
[2025-05-11 16:27:53.688] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.75
[2025-05-11 16:27:54.780] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:27:54.783] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:27:55.875] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:27:55.876] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:29:36.705] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:29:36.706] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:29:37.816] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:29:37.818] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:29:38.908] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.9
[2025-05-11 16:29:38.909] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.9
[2025-05-11 16:29:39.998] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:29:39.999] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:29:41.064] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:29:41.067] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:29:42.066] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:29:42.069] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-11 16:29:43.068] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:29:43.070] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:29:44.165] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:29:45.255] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:29:45.256] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:29:46.353] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:29:46.354] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:29:47.455] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-11 16:29:47.456] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-11 16:29:48.539] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-11 16:29:48.539] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-11 16:29:49.569] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:29:49.572] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-11 16:29:50.625] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:29:50.628] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:29:51.719] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-11 16:29:51.724] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-11 16:29:52.819] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.75
[2025-05-11 16:29:52.822] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.75
[2025-05-11 16:29:53.893] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:29:53.894] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:29:54.942] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:29:56.042] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:29:56.046] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:29:57.065] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:29:57.066] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:29:58.110] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:29:58.115] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:29:59.208] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:29:59.210] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:30:00.312] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:30:00.318] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:30:01.317] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:30:01.329] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:30:02.401] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:30:02.404] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:30:03.563] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:30:03.567] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:30:04.569] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:30:04.572] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:30:05.662] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:30:05.665] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:30:06.775] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:30:06.782] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:30:07.846] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:30:07.852] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:30:08.948] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:30:08.953] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:30:09.961] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:30:11.068] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:30:11.073] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:30:12.070] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:30:12.072] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:30:13.139] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:30:13.142] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-11 16:30:14.236] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:30:14.238] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-11 16:30:15.342] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:30:15.345] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:30:16.438] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:30:16.440] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:30:17.559] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:30:17.563] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:30:18.567] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:30:18.569] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:30:19.602] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-11 16:30:19.605] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-11 16:30:20.699] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:30:20.702] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:30:21.792] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:30:21.794] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:30:22.897] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.98
[2025-05-11 16:30:22.900] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.98
[2025-05-11 16:30:23.992] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:30:23.994] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-11 16:30:25.063] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:30:25.064] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:30:26.065] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:30:26.066] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:30:27.161] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:30:27.162] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-11 16:30:28.278] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:30:28.282] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:30:29.368] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:30:29.370] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:30:30.452] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:30:30.453] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.95
[2025-05-11 16:30:31.551] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-11 16:30:31.553] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-11 16:30:32.561] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:30:32.577] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-11 16:30:33.564] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:30:33.566] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-11 16:30:34.614] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:30:34.616] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:30:35.708] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:30:35.711] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-11 16:30:36.722] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:30:36.724] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:30:37.817] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.9
[2025-05-11 16:30:37.819] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.9
[2025-05-11 16:30:38.926] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:30:38.929] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:30:40.004] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:30:40.006] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.84
[2025-05-11 16:30:41.077] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:30:41.079] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:30:42.077] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:30:42.078] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:30:43.081] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:30:43.086] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.83
[2025-05-11 16:30:44.094] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:30:44.106] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:30:45.101] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:30:45.103] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:30:46.278] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:30:46.280] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-11 16:30:47.367] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:30:47.369] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:30:48.475] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:30:48.479] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:30:49.485] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:30:49.487] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:30:50.592] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:30:50.594] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:30:51.603] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:30:51.605] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-11 16:30:52.605] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:30:52.609] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:30:53.676] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:30:53.678] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-11 16:30:54.780] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-11 16:30:54.784] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-11 16:30:55.791] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-11 16:30:55.793] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-11 16:30:56.881] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:30:56.882] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-11 16:30:57.887] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:30:57.892] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-11 16:30:58.984] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:30:58.986] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-11 16:31:00.067] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:31:00.069] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-11 16:31:01.077] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:31:01.086] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-11 16:31:02.120] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:31:02.121] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-11 16:31:03.157] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:31:03.162] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-11 16:31:04.236] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:31:04.239] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-11 16:31:05.345] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:31:05.358] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-11 16:31:06.431] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:31:06.436] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-11 16:31:07.512] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.9
[2025-05-11 16:31:07.515] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.9
[2025-05-11 16:31:08.606] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:31:08.608] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-11 16:31:09.611] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:31:09.613] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-11 16:31:10.626] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:31:10.630] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-11 16:31:11.631] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:31:11.633] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-11 16:31:12.666] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:31:12.668] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-11 16:31:13.766] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:31:13.772] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-11 16:31:14.860] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:31:14.864] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-11 16:31:15.975] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:31:15.983] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-11 16:31:16.989] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:31:17.004] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-11 16:31:18.023] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:31:18.026] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-11 16:31:19.032] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
