[2025-05-09 11:04:39.013] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-09 21:49:39.247] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-09 21:49:40.337] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-09 21:49:40.340] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-09 21:49:41.392] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-09 21:49:41.395] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-09 21:49:42.397] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-09 21:49:42.400] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-09 21:49:43.397] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-09 21:49:43.397] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-09 21:49:44.508] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-09 21:49:44.508] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-09 21:49:45.618] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-09 21:49:45.618] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-09 21:49:46.722] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-09 21:49:46.723] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-09 21:49:47.818] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-09 21:49:47.819] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-09 21:49:48.923] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-09 21:49:48.926] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-09 21:49:49.923] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-09 21:49:49.924] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-09 21:49:50.934] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-09 21:49:50.935] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-09 21:49:51.981] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-09 21:49:51.981] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.82
[2025-05-09 21:49:53.081] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-09 21:49:53.084] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.9
[2025-05-09 21:49:54.171] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-09 21:49:54.171] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-09 21:49:55.260] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-09 21:49:55.260] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-09 21:49:56.378] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-09 21:49:56.379] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-09 21:49:57.430] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-09 21:49:57.430] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-09 21:49:58.541] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-09 21:49:58.543] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.92
[2025-05-09 21:49:59.639] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-09 21:49:59.640] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.79
[2025-05-09 21:50:00.747] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-09 21:50:00.750] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-09 21:50:01.930] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-09 21:50:02.929] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-09 21:50:02.929] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.75
[2025-05-09 21:50:04.029] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-09 21:50:04.032] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.78
[2025-05-09 21:50:05.117] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-09 21:50:05.117] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-09 21:50:06.220] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-09 21:50:06.220] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-09 21:50:07.301] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-09 21:50:07.302] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-09 21:50:08.392] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-09 21:50:08.392] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.84
[2025-05-09 21:50:09.434] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-09 21:50:09.437] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-09 21:50:10.473] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-09 21:50:10.473] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-09 21:50:11.489] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-09 21:50:11.492] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.89
[2025-05-09 21:50:12.587] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-09 21:50:12.588] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-09 21:50:13.694] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-09 21:50:13.694] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-09 21:50:14.782] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-09 21:50:14.782] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-09 21:50:15.863] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.77
[2025-05-09 21:50:16.962] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-09 21:50:16.962] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.95
[2025-05-09 21:50:18.069] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-09 21:50:18.070] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-09 21:50:19.163] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-09 21:50:19.167] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-09 21:50:20.251] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-09 21:50:20.254] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.81
[2025-05-09 21:50:21.337] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-09 21:50:21.338] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-09 21:50:22.456] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-09 21:50:22.460] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-09 21:50:23.453] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.98
[2025-05-09 21:50:23.453] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.98
[2025-05-09 21:50:24.455] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-09 21:50:24.456] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-09 21:50:25.470] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-09 21:50:25.470] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-09 21:50:26.475] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-09 21:50:26.476] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-09 21:50:27.564] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-09 21:50:27.564] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-09 21:50:28.671] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-09 21:50:28.674] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-09 21:50:29.756] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-09 21:50:29.757] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.83
[2025-05-09 21:50:30.975] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-09 21:50:30.979] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.88
[2025-05-09 21:50:31.982] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-09 21:50:31.983] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.87
[2025-05-09 21:50:33.049] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-09 21:50:33.050] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-09 21:50:34.147] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-09 21:50:34.147] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.77
[2025-05-09 21:50:35.241] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-09 21:50:35.242] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-09 21:50:36.342] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-09 21:50:36.342] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.87
[2025-05-09 21:50:37.427] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-09 21:50:37.427] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-09 21:50:38.483] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-09 21:50:38.483] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-09 21:50:39.484] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-09 21:50:39.485] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-09 21:50:40.494] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-09 21:50:40.495] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-09 21:50:41.533] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-09 21:50:41.535] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.8
[2025-05-09 21:50:42.533] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-09 21:50:42.533] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.76
[2025-05-09 21:50:43.535] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-09 21:50:43.536] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-09 21:50:44.600] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-09 21:50:44.602] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.91
[2025-05-09 21:50:45.677] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-09 21:50:45.678] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.97
[2025-05-09 21:50:46.798] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-09 21:50:46.798] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.79
[2025-05-09 21:50:47.893] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-09 21:50:47.898] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.91
[2025-05-09 21:50:48.972] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-09 21:50:48.976] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-09 21:50:50.060] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-09 21:50:50.064] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.86
[2025-05-09 21:50:51.084] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-09 21:50:51.086] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.93
[2025-05-09 21:50:52.159] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-09 21:50:52.163] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.97
[2025-05-09 21:50:53.226] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-09 21:50:53.227] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.89
[2025-05-09 21:50:54.326] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-09 21:50:54.330] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.81
[2025-05-09 21:50:55.425] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-09 21:50:55.426] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.96
[2025-05-09 21:50:56.506] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-09 21:50:56.506] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.93
[2025-05-09 21:50:57.577] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-09 21:50:57.578] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.92
[2025-05-09 21:50:58.589] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-09 21:50:58.591] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-09 21:50:59.789] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-09 21:50:59.790] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.96
[2025-05-09 21:51:00.879] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-09 21:51:00.879] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.82
[2025-05-09 21:51:01.974] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-09 21:51:01.976] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.86
[2025-05-09 21:51:03.067] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-09 21:51:03.067] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-09 21:51:04.084] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-09 21:51:04.085] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.85
[2025-05-09 21:51:05.164] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-09 21:51:05.166] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.94
[2025-05-09 21:51:06.244] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-09 21:51:06.245] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.94
[2025-05-09 21:51:07.335] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-09 21:51:07.335] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.85
[2025-05-09 21:51:08.456] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-09 21:51:08.460] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.78
[2025-05-09 21:51:09.542] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-09 21:51:09.543] [WARNING] [FIRE_DETECTION] :: fire_detected:True | confidence:0.8
[2025-05-09 21:51:10.592] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-09 21:51:10.593] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.76
[2025-05-09 21:51:11.642] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
[2025-05-09 21:51:11.643] [WARNING] [FIRE_DETECTION] :: fire_detected:False | confidence:0.88
