[2025-05-11 15:58:44.403] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-11 16:33:47.814] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-11 16:33:47.814] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-11 16:33:50.018] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:33:50.019] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-11 16:33:52.200] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-11 16:33:52.201] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-11 16:33:54.385] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-11 16:33:54.386] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-11 16:33:56.555] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-11 16:33:56.555] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-11 16:33:58.808] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-11 16:33:58.809] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
