[2025-05-08 10:56:34.408] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 14:20:13.093] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:20:13.094] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:20:16.366] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-08 14:20:16.367] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-08 14:22:34.880] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 14:22:34.880] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 14:22:37.007] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-08 14:22:37.008] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-08 14:22:39.096] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:22:39.099] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:22:41.305] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:22:41.309] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:22:43.430] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-08 14:22:43.433] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-08 14:22:45.453] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:22:45.455] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:22:47.516] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-08 14:22:47.517] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.86
[2025-05-08 14:22:49.714] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.8
[2025-05-08 14:22:49.718] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.8
[2025-05-08 14:22:51.882] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 14:22:51.883] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 14:22:54.088] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:22:54.091] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:22:56.175] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:22:56.180] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:22:58.237] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 14:22:58.245] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 14:23:00.453] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-08 14:23:00.453] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-08 14:23:02.630] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:23:02.634] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:23:04.697] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 14:23:04.700] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 14:23:06.887] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:23:06.889] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:23:09.103] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:23:09.110] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:23:11.251] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:23:11.256] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:23:13.261] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 14:23:13.267] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 14:23:15.300] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 14:23:15.301] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.95
[2025-05-08 14:23:17.421] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:23:17.427] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:23:19.615] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:23:19.617] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:28:19.676] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 14:28:19.678] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 14:28:21.819] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 14:28:21.820] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 14:28:23.984] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:28:23.985] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:28:26.069] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:28:26.069] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:28:28.107] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:28:28.109] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:28:30.130] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-08 14:28:30.134] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-08 14:28:32.142] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:28:32.145] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:28:34.297] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:28:34.300] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:28:36.453] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:28:36.453] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:28:38.548] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.85
[2025-05-08 14:28:38.551] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.85
[2025-05-08 14:28:40.722] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:28:40.725] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:28:42.819] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:28:42.825] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:28:45.010] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 14:28:45.015] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 14:28:47.185] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:28:47.185] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:28:49.248] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:28:49.251] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:28:51.268] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-08 14:28:51.271] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-08 14:28:53.449] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 14:28:53.460] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 14:28:55.637] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 14:28:55.641] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 14:28:57.748] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:28:57.751] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:28:59.772] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:28:59.776] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:29:01.827] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:29:01.828] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:29:03.840] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 14:29:03.842] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 14:29:06.028] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:29:06.030] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.88
[2025-05-08 14:29:08.213] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 14:29:08.219] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 14:29:10.359] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 14:29:10.363] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 14:29:12.374] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 14:29:12.378] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 14:29:14.563] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-08 14:29:14.563] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-08 14:37:23.302] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:37:23.302] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:37:25.490] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:37:25.491] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.94
[2025-05-08 14:37:27.675] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 14:37:27.682] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.86
[2025-05-08 14:37:29.775] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 14:37:29.779] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.93
[2025-05-08 14:37:31.794] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:37:31.800] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:37:33.926] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 14:37:33.931] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 14:37:36.106] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 14:37:36.114] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 14:37:38.290] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 14:37:38.298] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 14:37:40.370] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.83
[2025-05-08 14:37:40.374] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.83
[2025-05-08 14:37:42.380] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:37:42.384] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:37:44.522] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 14:37:44.523] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 14:37:46.721] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-08 14:37:46.722] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-08 14:37:48.872] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 14:37:48.873] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 14:37:50.945] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 14:37:50.953] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 14:37:52.954] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:37:52.956] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:37:54.993] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:37:54.994] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:37:57.103] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 14:37:57.106] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 14:37:59.298] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 14:37:59.299] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 14:38:01.487] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-08 14:38:01.487] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-08 14:38:03.666] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 14:38:03.670] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 14:38:05.851] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-08 14:38:05.851] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-08 14:43:13.044] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:43:13.048] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:43:15.258] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:43:15.260] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:43:17.356] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-08 14:43:17.357] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-08 14:43:19.421] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 14:43:19.423] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 14:43:21.523] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-08 14:43:21.524] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.96
[2025-05-08 14:43:23.660] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:43:23.661] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.85
[2025-05-08 14:43:25.853] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-08 14:43:25.854] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.82
[2025-05-08 14:43:28.060] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 14:43:28.061] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 14:43:30.102] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.83
[2025-05-08 14:43:30.109] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.83
[2025-05-08 14:43:32.152] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:43:32.153] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.81
[2025-05-08 14:43:34.168] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-08 14:43:34.173] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.98
[2025-05-08 14:43:36.217] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-08 14:43:36.223] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.82
[2025-05-08 14:43:38.407] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 14:43:38.414] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 14:43:40.592] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 14:43:40.597] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 14:43:42.693] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:43:42.695] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:48:11.685] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 14:48:11.686] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 14:48:13.892] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 14:48:13.897] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 14:48:15.998] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 14:48:15.999] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.83
[2025-05-08 14:48:18.182] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-08 14:48:18.183] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.96
[2025-05-08 14:48:20.234] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:48:20.240] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:48:22.271] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 14:48:22.274] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 14:48:24.335] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 14:48:24.337] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 14:48:26.352] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:48:26.359] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.92
[2025-05-08 14:48:28.379] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:48:28.383] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.91
[2025-05-08 14:48:30.585] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-08 14:48:30.592] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-08 14:48:32.775] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 14:48:32.778] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.99
[2025-05-08 14:48:34.870] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 14:48:34.871] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 14:48:37.044] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:48:37.046] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.95
[2025-05-08 14:56:17.191] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 14:56:17.192] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.89
[2025-05-08 14:56:19.390] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-08 14:56:19.392] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.88
[2025-05-08 14:56:21.546] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:56:21.547] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:56:23.767] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 14:56:23.769] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 14:56:25.948] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 14:56:25.950] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.9
[2025-05-08 14:56:28.116] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 14:56:28.117] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 14:57:04.343] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 14:57:04.345] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 14:57:06.459] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:57:06.460] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 14:57:08.630] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 14:57:08.631] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 14:57:10.749] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 14:57:10.751] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.97
[2025-05-08 14:57:12.777] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 14:57:12.778] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 14:57:14.979] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 14:57:14.981] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 15:00:01.520] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 15:00:01.521] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 15:00:03.707] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.8
[2025-05-08 15:00:03.708] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.8
[2025-05-08 15:00:05.875] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 15:00:05.876] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.84
[2025-05-08 15:00:07.888] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 15:00:07.889] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 15:00:09.953] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 15:00:09.954] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.98
[2025-05-08 15:00:12.137] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 15:00:12.138] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.89
[2025-05-08 15:00:14.316] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 15:00:14.317] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.81
[2025-05-08 15:00:16.423] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 15:00:16.426] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.91
[2025-05-08 15:00:18.618] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 15:00:18.619] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.92
[2025-05-08 15:00:20.729] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 15:00:20.731] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 15:00:22.930] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 15:00:22.931] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.87
[2025-05-08 15:00:24.941] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 15:00:24.942] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.9
[2025-05-08 15:00:26.992] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 15:00:26.993] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.84
[2025-05-08 15:00:30.070] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-08 15:00:30.072] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.8
[2025-05-08 15:00:32.281] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 15:00:32.282] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.97
[2025-05-08 15:00:34.469] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 15:00:34.469] [DEBUG] [HELMET_DETECTION] :: helmet_detected:False | confidence:0.93
[2025-05-08 15:00:36.669] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
[2025-05-08 15:00:36.670] [DEBUG] [HELMET_DETECTION] :: helmet_detected:True | confidence:0.94
